Clase,PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,CONTENT-URL,DIRECCION,ParsedStreet,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,ParsedPostal,BARRIO,DISTRITO,LATITUD,CoorParsed,LONGITUD,TELEFONO,EMAIL,TIPO,SUBTIPO,SubTipoParseado,FECHA,AUTORES,PDF
museos,2112,Museo De San Isidro. Los Or#igenes De Madrid,Este espacio museogr#afico propone un viaje por la historia de la ciudad de Madrid desde la Prehistoria hasta el establecimiento de la Corte_ a trav#es de distintas salas como la de San Isidro_ el Patio renacentista_ el Jard#in arqueobot#anico o el Almac#en visitable.,De martes a domingo y festivos de 10 a 20 horas.  Último pase de visita 15 minutos antes del cierre.    Verano_ del 16 de junio al 15 de septiembre: de martes a domingo de 10 a 19 horas.  Cerrado todos los lunes_ el 1 y 6 de enero_ el 1 de mayo y los d#ias 24_ 25 y 31 de diciembre.,Sala de investigadores. Biblioteca especializada en arqueolog#ia e historia madrileña. Archivo documental. Almac#en visitable con m#as de 600 piezas arqueol#ogicas. Jard#in arqueobot#anico_ con informaci#on documentada sobre las especies de la ciudad.  Investigadores: los fondos del Museo est#an a disposici#on de la comunidad cient#ifica y los investigadores podr#an acceder tramitando su correspondiente solicitud. Visitas guiadas por voluntarios culturales. Talleres did#acticos para grupos escolares. Zona wifi (Almac#en visitable y sal#on de actos),Metro: Latina _ Tirso de Molina Bus: 3 _ 17 _ 18 _ 23 _ 35 _ 60 _ 65 _ 148 BICIMAD: Estaci#on 38 (Carrera de San Francisco 1),NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b7aef4d7f71c010VgnVCM1000000b205a0aRCRD,PLAZA SAN ANDRES,PlazaSanAndresNum74770,1,MADRID,MADRID,28005,28005N73529,PALACIO,CENTRO,40.41207900253883,41207900253883N5426,-3.7108161027466378,913 667 415,museosanisidro@madrid.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,85301,Museo De Sanidad E Higiene P#ublica,Con sede en el Instituto de Salud Carlos III_ ocupa las antiguas dependencias del Laboratorio de Microbiolog#ia del Hospital del Rey. 300 m2 conservados tal cual su antiguo uso_ con fondos de mobiliario_ instrumental y bibliograf#ia de los antiguos hospitales para enfermos infecciosos del complejo. Se resaltan hitos hist#oricos relevantes en salud p#ublica mediante l#aminas enmarcadas.,S#olo visitas de grupo con cita previa: de lunes a viernes laborables_ de 10 a 14 horas.,Solicitud cita previa en tel#efono 918 222 414 o museodesanidad@isciii.es,Metro: Chamart#in (l#ineas 1_ 10)_ Plaza de Castilla (1_ 9_ 10)  Bus: 134_ 137  Renfe: Chamart#in,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e755c2cdc41c010VgnVCM2000000c205a0aRCRD,AVENIDA MONFORTE DE LEMOS,AvenidaMonforteDeLemosNum91920,5,MADRID,MADRID,28029,28029N44096,LA PAZ,FUENCARRAL-EL PARDO,40.47546597881768,47546597881768N385,-3.6900603941123107,918 222 414,museodesanidad@iscii.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,4591873,Museo De La Biblioteca Nacional De España,El Museo de la Biblioteca Nacional de España_ antiguo Museo del Libro_ es responsable de la oferta educativa_ formativa_ cultural y de ocio de la instituci#on y divulga las colecciones_ funcionamiento e historia de la Biblioteca para todos los p#ublicos.,Temporalmente cerrado. Consultar calendario de cierre.,NOConocido,Metro: Col#on_ (l#inea 4)_ Retiro (L#inea 2)  Bus: 14_ 150_ 27_ 37_ 45_ 5_ 53_ C03.  Cercan#ias Renfe: Recoletos (l#ineas C1_ C2_ C7_ C8  y C10).  Bicimad: Estaci#on 94 (Paseo Recoletos_ 20)  Aparcamiento: Col#on (2)_ plaza de Col#on.,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=05920d3b4c503110VgnVCM2000000c205a0aRCRD,PASEO RECOLETOS,PaseoRecoletosNum54623,20,MADRID,MADRID,28001,28001N63323,RECOLETOS,SALAMANCA,40.423001908945956,423001908945956N4271,-3.69084423390357,915 168 967,museo@bne.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,4566286,Museo De La Catedral De La Almudena,NOConocido,De lunes a s#abado de 10 a 14:30 horas. Cerrado los domingos_ fiestas de precepto y d#ias de actos de culto especiales en la Catedral.,NOConocido,Bus: 3.  Metro: Ópera (L#ineas 2_ 5 y Ramal Ópera Pr#incipe P#io).  Bicimad: Estaci#on 36 (plaza Ramales_ 1).,Imprescindible reserva previa en  reservasmuseo@catedraldelaalmudena.es o tel#efono 915 592 874,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=82cb8d0e78d22110VgnVCM1000000b205a0aRCRD,CALLE BAILEN,CalleBailenNum716,10,MADRID,MADRID,28013,28013N6358,PALACIO,CENTRO,40.415538770017406,415538770017406N2358,-3.7136931154460564,915 592 874,reservasmuseo@catedraldelaalmudena.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,2073,Museo De La Farmacia Hispana,NOConocido,El Museo de la Farmacia Hispana solo puede visitarse realizando una reserva con antelaci#on.La visita es gratuita_ guiada y tiene una duraci#on aproximada de 1 hora y media. Se realizan durante el curso lectivo_ de lunes a viernes y en horario de mañana. El grupo no debe superar las 22 personas.,NOConocido,Metro: Ciudad Universitaria (l#inea 6).  Bus: 132_ 82_ G_ U.  Bicimad: Estaciones 258 y 259 (avenida de la Complutense (Metro Ciudad Universitaria).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=58f9ef4d7f71c010VgnVCM1000000b205a0aRCRD,PLAZA RAMON Y CAJAL,PlazaRamonYCajalNum85756,NOConocido,MADRID,MADRID,28040,28040N43113,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,40.4445328804645,4445328804645N3946,-3.7262160043788155,913 941 797,museofar@ucm.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,2107,Museo De La Guardia Civil,NOConocido,Horario: de lunes a viernes de 9 a 14 horas. Cerrado_ s#abados_ domingos y festivos.,NOConocido,Metro: Guzm#an el Bueno (l#ineas 6_ 7). Bus: 2_ 45_ 44. Bicimad: Estaciones 256 (calle Beatriz de Bobadilla_ 2) y 203 (calle General Ampudia_ 2).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=003aef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE GUZMAN EL BUENO,CalleGuzmanElBuenoNum60266,110,MADRID,MADRID,28003,28003N44542,VALLEHERMOSO,CHAMBERI,40.44438523242585,44438523242585N6417,-3.712300118990835,915 146 000,dg-estuhistoricos-registro@guardiacivil.org,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,2114,Museo De La Real Academia De Bellas Artes De San Fernando,Construido inicialmente para palacio de Don Juan de Goyeneche_ el edificio fue adquirido por la Academia de Bellas Artes en 1773 y reformado bajo la direcci#on de Fernando Chueca Goitia en 1973 y la fachada por Diego de Villanueva en 1774.,Colecci#on permanente:  De martes a domingos y festivos de 10 a 14 horas.  Cerrado: todos los lunes y el mes de agosto.   Exposiciones temporales: consultar el apartado espec#ifico de la exposici#on temporal. D#ias cerrados: 1 y 6 de enero; 1 y 30 de mayo; 9 de noviembre; 24_ 25 y 31 de diciembre.  En periodos vacacionales pueden sufrir cambios.,Sala de exposiciones - Accesible a personas con minusval#ia (f#isica).,Metro: Sol (l#ineas 1_ 2_ 3)_ Sevilla (l#inea 2).  Bus: 002_ 15_ 150_ 20_ 5_ 53_ M1_ 51_ 46_ 146.  Cercan#ias Renfe: Sol (l#ineas C3 y C4).  Bicimad: Estaciones 1a y 1b (Puerta del Sol_ 1) y 28 (calle Alcal#a_ 27).  Aparcamiento: Sevilla (41)_ calle Sevilla y calle Alcal#a.,Visitas guiadas (no grupos): 25 personas m#aximo (suspendidas temporalmente).  Martes_ jueves y viernes no festivos a las 11 horas_ excepto Navidad_ Semana Santa y agosto.   Visitas para grupos a otras instalaciones diferentes del Museo: jueves no festivos a las 11:30 horas.  Gratuitas y guiadas a los centros escolares y asociaciones a cargo de voluntarios culturales del Museo.   Previa solicitud:   Visitas de grupo: museo.visitas@rabasf.org. Visitas privadas a museo cerrado:  actos.culturales@rabasf.org.  Cumplimentando formulario de petici#on de reservas en la web.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=924aef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE ALCALA,CalleAlcalaNum58118,13,MADRID,MADRID,28014,28014N26913,SOL,CENTRO,40.41765456031193,41765456031193N3434,-3.7006553517170633,915 240 864,museo@rabasf.org,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,2066,Museo Del Ferrocarril De Madrid,Edificio de car#acter monumental. Proyectada por el ingeniero franc#es Émile Cacheli#evre e inaugurada el 30 de marzo de 1880_ la estaci#on de Delicias fue la primera gran estaci#on con car#acter definitivo de Madrid.,De octubre a mayo:   Lunes a viernes_ de 09:30 a 15:00 horas. S#abados y festivos_ de 10:00 a 19:00 horas. Domingo_ de 10:00 a 15:00 horas.   De junio a septiembre:   Lunes a domingo_ de 10 a 15 horas.   Cerrado: 25 de diciembre_ 1 y 6 de enero.,Mercado de Motores : segundo s#abado y domingo del mes_ de 11 a 21 horas (excepto agosto). El Museo cierra en su actividad ordinaria y el acceso es gratuito (www.mercadodemotores.es).    Feria del coleccionismo: primeros s#abados de cada mes (excepto agosto) de 10 horas a 15 horas.  Mercadillo de Modelismo: primer domingo de cada mes (excepto el mes de agosto) de 10 a 14 horas.  Tren de jard#in: todos los s#abados_ de 11:30 a 13:30 horas (excepto julio y agosto).   Teatro familiar: s#abados_ domingos y festivos_ a las 11:30 y 13 horas (excepto julio y agosto).,Metro: Delicias (l#inea 3).  Bus: 19_ 247_ 45_ 47_ 59_ 85_ 86_ 8_ 55_ 6.  Cercan#ias Renfe: Delicias (l#ineas C1_ C7_ C10 y Regional).  Bicimad: Estaci#on 172 (Bustamante_ 1).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=091c4291ae91f010VgnVCM2000000c205a0aRCRD,PASEO DELICIAS,PaseoDeliciasNum21819,61,MADRID,MADRID,28045,28045N91178,DELICIAS,ARGANZUELA,40.400281290485566,400281290485566N3660,-3.693817192160563,915 390 085,NOConocido,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,2058,Museo Del Prado,Construido inicialmente como Museo de Ciencias Naturales_ este edificio neocl#asico fue transformado en pinacoteca de las Colecciones Reales en 1818 con colecciones de pintura_ dibujos_ grabados_ monedas y medallas desde el Rom#anico hasta el siglo XIX.,De lunes a s#abado_ de 10 a 20 horas Domingos y festivos_ de 10 a 17 horas Cerrado los d#ias 1 de enero_ 1 de mayo y 25 de diciembre Horario reducido_ de 10 a 14 horas_ los d#ias 6 de enero_ 24 y 31 de diciembre Horario gratuito_ de lunes a s#abado_ de 18 a 20 horas; domingos y festivos_ de 15 a 17 horas,NOConocido,Metro: Estaci#on del Arte (Atocha) (l#inea 1)_ Banco de España (l#inea 2)_ Retiro (l#inea 2)  Bus: 10_ 14_ 27_ 34_ 37_ 45  Renfe: Atocha  Bicimad: Estaci#on 68 (calle Espalter_ 1),Arquitecto: Juan de Villanueva (1785 - 1808)  Adecuaci#on: Antonio L#opez Aguado (1818 - 1831)  Ampliaci#on: Rafael Moneo (2000 - 2007),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=060079262ef5d010VgnVCM1000000b205a0aRCRD,CALLE RUIZ DE ALARCON,CalleRuizDeAlarconNum4694,23,MADRID,MADRID,28014,28014N67039,LOS JERONIMOS,RETIRO,40.41358458131178,41358458131178N3083,-3.691325445518223,913 302 800,NOConocido,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,2086,Museo Del Reloj Grassy,Arquitecto: Eladio Laredo Carranza (1916 - 1917). Fundado por el relojero franc#es Grassy en 1955_ este museo narra la historia de este aparato de medici#on. Sus fondos_ colecci#on privada_ consta de una amplia y variada colecci#on de diferentes nacionalidades y los m#as variados estilos.,El museo est#a temporalmente cerrado.,NOConocido,Metro: Banco de España (l#inea 2)_ Sevilla (l#inea 2)_ Gran V#ia (L#ineas 1 y 5).  Bus: 52_ 9_ 00_ 1_ 146_ 2_ 3_ 46_ 74_ 15_ 150_ 20_ 5_ 53_ 51.  Bicimad: Estaci#on 28 (calle Alcal#a_ 27).  Aparcamiento: Plaza del Rey (54).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=daeaef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE GRAN VIA,CalleGranViaNum48470,1,MADRID,MADRID,28013,28013N18227,CORTES,CENTRO,40.41914770731552,41914770731552N7131,-3.69806583195521,915 321 007,NOConocido,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,2059,Museo Del Romanticismo,NOConocido,Horario de invierno (de noviembre a abril) De martes a s#abado: de 9:30 a 18:30. Domingos y festivos: de 10 a 15 horas  Horario de verano (de mayo a octubre) De martes a s#abado: de 9:30 a 20:30. Domingos y festivos: de 10 a 15 horas  Cerrado: Todos los lunes_ 1 y 6 enero_ 1 mayo_ 9 noviembre_ 24_ 25 y 31 diciembre,Acceso para personas de movilidad reducida_ audiogu#ias_ signogu#ias_ bucle magn#etico_ lupas de aumento,Metro: Tribunal (l#ineas 1_ 10)_ Alonso Mart#inez (l#ineas 4_ 5_ 10)  Bus: 37_ 149_ 42_ 3  Renfe: Recoletos  Bicimad: Estaci#on 7 (calle Hortaleza_ 75) / Estaci#on 54 (calle Barcel#o_ 7)  Parking: Barcel#o (69)_ C/ Barcel#o_ s/n,Descripci#on monumental  Construido para casa palacio del Marqu#es de Matallana por el arquitecto Manuel Rodr#iguez_ dentro de unas l#ineas clasicistas_ tiene algunas leves reminiscencias del barroco_ como las molduras en forma de orejeras en los balcones. Las estancias nobles se organizan en torno a dos patios cuadrados. Conserva un interesante jard#in rom#antico. A finales del siglo XVIII el inmueble pas#o a estar habitado por los Condes de la Puebla del Maestre y despu#es_ desde junio de 1921_ fue sede de la Comisar#ia Regia de Turismo_ organismo creado por el II Marqu#es de la Vega-Incl#an. En 1924 se convirti#o en Museo Rom#antico y desde entonces ha sido restaurado e intervenido en diversas ocasiones con motivo de su funcionamiento como museo.  Desde 2001 a 2009 el Museo fue reformado y puesto a punto_ en aplicaci#on de un plan museol#ogico consistente en su renovaci#on_ ampliando su #ambito tem#atico desde lo meramente literario hasta lo hist#orico_ pol#itico_ art#istico y decorativo_ para dar una visi#on de conjunto de esta etapa de la vida española. Muestra la ambientaci#on de una casa rom#antica. Posee obras de los pintores m#as importantes del siglo XIX (Goya_ Madrazo y otros) junto a esculturas_ muebles_ porcelanas_ abanicos y todo tipo de complementos decorativos que nos recuerdan la forma de vida de una familia burguesa del siglo XIX.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=706cef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE SAN MATEO,CalleSanMateoNum56892,13,MADRID,MADRID,28004,28004N28693,JUSTICIA,CENTRO,40.42585510296794,42585510296794N5974,-3.6987835425963063,914 481 045,informacion.romanticismo@cultura.gob.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,6337393,Museo Del Seguro. Fundaci#on Mapfre,Ubicado en el edificio de Fundaci#on MAPFRE exhibe una amplia colecci#on de piezas relacionadas con la historia de la actividad aseguradora desde el siglo XVIII hasta nuestros d#ias. Ofrece visitas guiadas y gratuitas para grupos.,Visitas en grupo previa reserva en su web.,NOConocido,Metro: Col#on (l#inea 4).  Bus: 37_ 14_ 150_ 27_ 45_ 5_ 53_ C03.  Cercan#ias Renfe: Recoletos (L#ineas C1_ C2_ C7_ C8_ C10).  Bicimad: Estaciones 26 (plaza de las Salesas_ 7) y 94 (paseo Recoletos_ 20).  Aparcamiento: Garaje Piamonte (96)_ calle Piamonte_ 16.,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=479b95f8c72d5310VgnVCM2000000c205a0aRCRD,CALLE BARBARA DE BRAGANZA,CalleBarbaraDeBraganzaNum85222,14,MADRID,MADRID,28004,28004N7717,JUSTICIA,CENTRO,40.42326356132727,42326356132727N7295,-3.6922850587679505,NOConocido,NOConocido,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,2115,Museo Del Traje. Centro De Investigaci#on Del Patrimonio Etnol#ogico (cipe),Edificio de car#acter monumental_ construido por Jaime L#opez de Asia#in en 1969.,Salas de exposiciones   Martes a s#abado_ de 9:30 a 19:00 horas Domingos y festivos_ de 10 a 15:00 horas  La taquilla finaliza su actividad de venta de entradas 15 minutos antes de la hora del cierre de la exposici#on.  Noches de verano - Verano en el Museo   Los jueves de julio y agosto_ apertura extraordinaria: 9:30 - 22:30 horas  Cerrado: lunes_ 1 enero_ 1 y 15 mayo_ 24_ 25 y 31 diciembre,NOConocido,Metro: Ciudad Universitaria (l#inea 6)  Bus: 46_ 160_ 161_ U_ 82_ G_ 132_ 83_ 133_ 162,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=053c4291ae91f010VgnVCM2000000c205a0aRCRD,AVENIDA JUAN DE HERRERA,AvenidaJuanDeHerreraNum7701,2,MADRID,MADRID,28040,28040N55082,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,40.439657822278555,439657822278555N1891,-3.7278378564088275,915 504 700,NOConocido,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,2061,Palacio Real De El Pardo,Recinto en el que se conserva el Palacio_ construido sobre el castillo del siglo XV_ la Casita del Pr#incipe_ del siglo XVIII y la Quinta del Duque de Arco (Palacete que fue Casa de Labor y sus tierras). Desde 1983 ha sido adecuado para residencia de Jefes de Estado extranjeros en visita oficial.,Consultar la  web  o telef#onicamente.,NOConocido,Bus: 601 (Madrid - Colonia Mingorrubio).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f9def4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE MANUEL ALONSO,CalleManuelAlonsoNum1834,8,MADRID,MADRID,28048,28048N20406,EL PARDO,FUENCARRAL-EL PARDO,40.520522342970146,520522342970146N2532,-3.7762390614462853,914 548 700,info@patrimonionacional.es,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,2062,Palacio Real De Madrid,Construido sobre el solar del antiguo Alc#azar tras un incendio en 1734. Proyectado por Juvara en 1735 y construido por Sachet de 1738 a 1764 bajo las influencias del clasicismo barroco. A partir de 1770_ Sabatini añadi#o el ala sudeste y realiz#o la gran escalera. Es de destacar el gran patio que articula el edificio y la fachada principal que aloja el balc#on y Escudo Real.,Lunes a s#abado_ de 10 a 18 horas. Domingos y festivos_ de 10 a 16 horas.  Para cierres durante el año o motivados por la celebraci#on de actos oficiales o festividad en el municipio consultar la web.  Jardines del Campo del Moro   Todos los d#ias_ de 10 a 18 horas.,Relevo solemne de la Guardia en el Palacio Real de Madrid  La Guardia Real realiza este relevo los primeros mi#ercoles de cada mes_ a las 12 horas (excepcionalmente puede haber cambios_ consultar en http://www.guardiareal.org/. El acto tiene una duraci#on aproximada de 50 minutos_ y se desarrolla en la Plaza de la Armer#ia_ finalizando con un concierto de la Unidad de M#usica en la Puerta del Pr#incipe (calle Bail#en). La entrada es libre y gratuita_ hasta completar aforo. Se accede por el Arco de Santiago (calle Bail#en esquina con Requena). No se celebra en enero_ agosto y septiembre_ ni cuando coincide con actos oficiales.   Relevo de la Guardia en la Puerta del Pr#incipe del Palacio Real de Madrid  El acto se lleva a cabo todos los mi#ercoles y s#abados del mes_ desde las 11 hasta las 14 horas_ exceptuando del 19 de junio al 18 de septiembre que ser#a desde las 10 hasta las 12 horas_ siempre y cuando los actos oficiales o la climatolog#ia lo permitan. Tiene lugar en la calle Bail#en.,Metro: Ópera (l#ineas 2_ 5 y Ramal Ópera Norte).  Bus: 3_ 25_ 39_ 148.  Cercan#ias: Pr#incipe P#io.  Bicimad: Estaci#on 36 (Plaza de Ramales_ 1).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=47ddef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE BAILEN,CalleBailenNum79594,NOConocido,MADRID,MADRID,28013,28013N92418,PALACIO,CENTRO,40.42075212551193,42075212551193N6775,-3.712699107286406,914 548 700,info@patrimonionacional.es,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,2079,Pante#on De Hombres Ilustres,La construcci#on de este edificio responde a dos de las constantes de fines de siglo: la arquitectura historicista y la escultura funeraria. En #el reposan trece personajes ilustres de la historia pol#itica y militar española.,De martes a s#abado de 10 a 14 y de 16 a 18:30 horas Domingos y festivos de 10 a 15 horas Cerrado todos los lunes del año,NOConocido,Metro: Estaci#on del Arte (Atocha) (l#inea 1)  Bus: 10_ 14_ 24_ 32_ 37_ 54_ 57_ 141_ 26_ C1_ C2_ 102  Renfe: Atocha,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=361cef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE JULIAN GAYARRE,CalleJulianGayarreNum71589,3,MADRID,MADRID,28014,28014N91881,PACIFICO,RETIRO,40.40622617519116,40622617519116N6411,-3.683413041846525,914 548 700,info@patrimonionacional.es,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,3362,Parroquia Santa Cruz,NOConocido,NOConocido,NOConocido,Metro: Sol (l#ineas 1_ 2 y 3)_ Tirso de Molina (l#inea 1).  Bus: 50_ 26_ 32_ 6_ 65_ 18_ 23_ 17_ 002_ M1_ 31.  Cercan#ias Renfe: Sol (l#ineas C3_C4 y Regional).  Bicimad: Estaciones 32 (plaza de la Provincia_ 1)_ 34 (plaza de Jacinto Benavente)_ 40 (plaza del Conde Romanones_ 9).  Aparcamientos: Plaza Mayor (55) y Jacinto Benavente (15) plaza Jacinto Benavente.,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=40e0b069a541f010VgnVCM1000000b205a0aRCRD,CALLE ATOCHA,CalleAtochaNum90967,6,MADRID,MADRID,28012,28012N76362,SOL,CENTRO,40.414608558946085,414608558946085N5722,-3.705255882048698,913 691 239,santacruz@archimadrid.es,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
museos,2213,Planetario De Madrid,Inaugurado el 29 de septiembre de 1986_ es un centro dependiente del Área de Cultura_ Turismo y Deporte del Ayuntamiento de Madrid. Durante los años 2016/2017 fue sometido a una profunda renovaci#on tanto tecnol#ogica como de las instalaciones y edificio_ posible en virtud de un acuerdo de colaboraci#on entre el Ayuntamiento de Madrid y la Obra Social &amp;ldquo;la Caixa&amp;rdquo; &amp;ndash; que incluye dotaci#on de contenidos_ renovaci#on de exposiciones y la realizaci#on de actividades varias en el campo de la divulgaci#on cient#ifica. Siempre con el fin de contribuir a la difusi#on de la astronom#ia y de la ciencia en general_ tanto entre escolares como entre el p#ublico de cualquier edad y condici#on_ posee una variada oferta de proyecciones audiovisuales_ exposiciones y actividades (talleres_ cursos_ conferencias_ observaciones p#ublicas...). Las proyecciones que se ofrecen en el Planetario de Madrid se renuevan peri#odicamente y tienen una duraci#on aproximada de 30 minutos. Existen dos programaciones b#asicas diferentes: una activa durante el verano y #epoca de vacaciones escolares_ y otra durante el curso escolar. Durante el curso escolar_ las proyecciones de las mañanas de los d#ias lectivos se reservan a escolares.   Video de presentaci#on del centro   Folleto informativo (PDF)  Planetario en  Google Maps,Horario del centro (curso escolar 2021-22_ adaptaci#on a CoviD-19): De martes a domingo_ de 10:00 a 13:30 y de 17:00 (*) a 19:30.  Acceso permitido s#olo a p#ublico con entradas ya adquiridas. Visita pautada.  Cerrado: Todos los lunes del año. D#ias 1 y 6 de enero; 1 de mayo; 24_ 25 y 31 de diciembre. (*) Viernes_ de 17:30 a 19:30 h.,Sala de Proyecci#on. Planta calle. Para acceder a ella es necesario adquirir una entrada.   Cuatro #areas expositivas de acceso gratuito_ distribuidas en dos plantas:   Sala de Astr#onomos. Planta baja. Vest#ibulo de la planta baja. Vest#ibulo de la planta calle. Zona Audiovisual con pantalla de retroproyecci#on. Planta calle.      Sala de Video. Planta baja_ en donde se desarrollan los talleres ofertados.,Metro: M#endez Álvaro (l#inea 6). Bus: 148_ 156. BICIMAD: Estaci#on 177 (Calle Bol#ivar 3).  Planetario en  Google Maps,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9c5b069a541f010VgnVCM1000000b205a0aRCRD,AVENIDA PLANETARIO,AvenidaPlanetarioNum95947,16,MADRID,MADRID,28045,28045N26564,LEGAZPI,ARGANZUELA,40.392279999540044,392279999540044N9458,-3.684956957448299,914 673 461,buzon@planetmad.es,Planetarios,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
