Clase,same_as_clase,PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,CONTENT-URL,DIRECCION,ParsedStreet,NUM,LOCALIDAD,same_as_localidad,PROVINCIA,same_as_provincia,CODIGO-POSTAL,ParsedPostal,BARRIO,same_as_barrio,DISTRITO,same_as_distrito,LATITUD,CoorParsed,LONGITUD,TELEFONO,EMAIL,TIPO,SUBTIPO,SubTipoParseado,FECHA,AUTORES,PDF
Spanish Museum,https://wikidata.org/entity/Q55188818,2114,Museo De La Real Academia De Bellas Artes De San Fernando,Construido inicialmente para palacio de Don Juan de Goyeneche_ el edificio fue adquirido por la Academia de Bellas Artes en 1773 y reformado bajo la dirección de Fernando Chueca Goitia en 1973 y la fachada por Diego de Villanueva en 1774.,Colección permanente:  De martes a domingos y festivos de 10 a 14 horas.  Cerrado: todos los lunes y el mes de agosto.   Exposiciones temporales: consultar el apartado específico de la exposición temporal. Días cerrados: 1 y 6 de enero; 1 y 30 de mayo; 9 de noviembre; 24_ 25 y 31 de diciembre.  En periodos vacacionales pueden sufrir cambios.,Sala de exposiciones - Accesible a personas con minusvalía (física).,Metro: Sol (líneas 1_ 2_ 3)_ Sevilla (línea 2).  Bus: 002_ 15_ 150_ 20_ 5_ 53_ M1_ 51_ 46_ 146.  Cercanías Renfe: Sol (líneas C3 y C4).  Bicimad: Estaciones 1a y 1b (Puerta del Sol_ 1) y 28 (calle Alcalá_ 27).  Aparcamiento: Sevilla (41)_ calle Sevilla y calle Alcalá.,Visitas guiadas (no grupos): 25 personas máximo (suspendidas temporalmente).  Martes_ jueves y viernes no festivos a las 11 horas_ excepto Navidad_ Semana Santa y agosto.   Visitas para grupos a otras instalaciones diferentes del Museo: jueves no festivos a las 11:30 horas.  Gratuitas y guiadas a los centros escolares y asociaciones a cargo de voluntarios culturales del Museo.   Previa solicitud:   Visitas de grupo: museo.visitas@rabasf.org. Visitas privadas a museo cerrado:  actos.culturales@rabasf.org.  Cumplimentando formulario de petición de reservas en la web.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=924aef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE ALCALA,CalleAlcalaNum58118,13,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28014,28014N26913,Sol,https://wikidata.org/entity/Q2465181,Centro,https://wikidata.org/entity/Q1763376,40.41765456031193,41765456031193N3434,-3.7006553517170633,915 240 864,museo@rabasf.org,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2066,Museo Del Ferrocarril De Madrid,Edificio de carácter monumental. Proyectada por el ingeniero francés Émile Cacheliévre e inaugurada el 30 de marzo de 1880_ la estación de Delicias fue la primera gran estación con carácter definitivo de Madrid.,De octubre a mayo:   Lunes a viernes_ de 09:30 a 15:00 horas. Sábados y festivos_ de 10:00 a 19:00 horas. Domingo_ de 10:00 a 15:00 horas.   De junio a septiembre:   Lunes a domingo_ de 10 a 15 horas.   Cerrado: 25 de diciembre_ 1 y 6 de enero.,Mercado de Motores : segundo sábado y domingo del mes_ de 11 a 21 horas (excepto agosto). El Museo cierra en su actividad ordinaria y el acceso es gratuito (www.mercadodemotores.es).    Feria del coleccionismo: primeros sábados de cada mes (excepto agosto) de 10 horas a 15 horas.  Mercadillo de Modelismo: primer domingo de cada mes (excepto el mes de agosto) de 10 a 14 horas.  Tren de jardín: todos los sábados_ de 11:30 a 13:30 horas (excepto julio y agosto).   Teatro familiar: sábados_ domingos y festivos_ a las 11:30 y 13 horas (excepto julio y agosto).,Metro: Delicias (línea 3).  Bus: 19_ 247_ 45_ 47_ 59_ 85_ 86_ 8_ 55_ 6.  Cercanías Renfe: Delicias (líneas C1_ C7_ C10 y Regional).  Bicimad: Estación 172 (Bustamante_ 1).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=091c4291ae91f010VgnVCM2000000c205a0aRCRD,PASEO DELICIAS,PaseoDeliciasNum21819,61,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28045,28045N91178,Las-delicias,https://wikidata.org/entity/Q3773736,Arganzuela,https://wikidata.org/entity/Q2000929,40.400281290485566,400281290485566N3660,-3.693817192160563,915 390 085,NOConocido,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2058,Museo Del Prado,Construido inicialmente como Museo de Ciencias Naturales_ este edificio neoclásico fue transformado en pinacoteca de las Colecciones Reales en 1818 con colecciones de pintura_ dibujos_ grabados_ monedas y medallas desde el Románico hasta el siglo XIX.,De lunes a sábado_ de 10 a 20 horas Domingos y festivos_ de 10 a 17 horas Cerrado los días 1 de enero_ 1 de mayo y 25 de diciembre Horario reducido_ de 10 a 14 horas_ los días 6 de enero_ 24 y 31 de diciembre Horario gratuito_ de lunes a sábado_ de 18 a 20 horas; domingos y festivos_ de 15 a 17 horas,NOConocido,Metro: Estación del Arte (Atocha) (línea 1)_ Banco de España (línea 2)_ Retiro (línea 2)  Bus: 10_ 14_ 27_ 34_ 37_ 45  Renfe: Atocha  Bicimad: Estación 68 (calle Espalter_ 1),Arquitecto: Juan de Villanueva (1785 - 1808)  Adecuación: Antonio López Aguado (1818 - 1831)  Ampliación: Rafael Moneo (2000 - 2007),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=060079262ef5d010VgnVCM1000000b205a0aRCRD,CALLE RUIZ DE ALARCON,CalleRuizDeAlarconNum4694,23,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28014,28014N67039,Jerónimos,https://wikidata.org/entity/Q10306766,Retiro,https://wikidata.org/entity/Q2002296,40.41358458131178,41358458131178N3083,-3.691325445518223,913 302 800,NOConocido,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2086,Museo Del Reloj Grassy,Arquitecto: Eladio Laredo Carranza (1916 - 1917). Fundado por el relojero francés Grassy en 1955_ este museo narra la historia de este aparato de medición. Sus fondos_ colección privada_ consta de una amplia y variada colección de diferentes nacionalidades y los más variados estilos.,El museo está temporalmente cerrado.,NOConocido,Metro: Banco de España (línea 2)_ Sevilla (línea 2)_ Gran Vía (Líneas 1 y 5).  Bus: 52_ 9_ 00_ 1_ 146_ 2_ 3_ 46_ 74_ 15_ 150_ 20_ 5_ 53_ 51.  Bicimad: Estación 28 (calle Alcalá_ 27).  Aparcamiento: Plaza del Rey (54).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=daeaef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE GRAN VIA,CalleGranViaNum48470,1,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28013,28013N18227,Cortes,https://wikidata.org/entity/Q2535637,Centro,https://wikidata.org/entity/Q1763376,40.41914770731552,41914770731552N7131,-3.69806583195521,915 321 007,NOConocido,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2059,Museo Del Romanticismo,NOConocido,Horario de invierno (de noviembre a abril) De martes a sábado: de 9:30 a 18:30. Domingos y festivos: de 10 a 15 horas  Horario de verano (de mayo a octubre) De martes a sábado: de 9:30 a 20:30. Domingos y festivos: de 10 a 15 horas  Cerrado: Todos los lunes_ 1 y 6 enero_ 1 mayo_ 9 noviembre_ 24_ 25 y 31 diciembre,Acceso para personas de movilidad reducida_ audioguías_ signoguías_ bucle magnético_ lupas de aumento,Metro: Tribunal (líneas 1_ 10)_ Alonso Martínez (líneas 4_ 5_ 10)  Bus: 37_ 149_ 42_ 3  Renfe: Recoletos  Bicimad: Estación 7 (calle Hortaleza_ 75) / Estación 54 (calle Barceló_ 7)  Parking: Barceló (69)_ C/ Barceló_ s/n,Descripción monumental  Construido para casa palacio del Marqués de Matallana por el arquitecto Manuel Rodríguez_ dentro de unas líneas clasicistas_ tiene algunas leves reminiscencias del barroco_ como las molduras en forma de orejeras en los balcones. Las estancias nobles se organizan en torno a dos patios cuadrados. Conserva un interesante jardín romántico. A finales del siglo XVIII el inmueble pasó a estar habitado por los Condes de la Puebla del Maestre y después_ desde junio de 1921_ fue sede de la Comisaría Regia de Turismo_ organismo creado por el II Marqués de la Vega-Inclán. En 1924 se convirtió en Museo Romántico y desde entonces ha sido restaurado e intervenido en diversas ocasiones con motivo de su funcionamiento como museo.  Desde 2001 a 2009 el Museo fue reformado y puesto a punto_ en aplicación de un plan museológico consistente en su renovación_ ampliando su ámbito temático desde lo meramente literario hasta lo histórico_ político_ artístico y decorativo_ para dar una visión de conjunto de esta etapa de la vida española. Muestra la ambientación de una casa romántica. Posee obras de los pintores más importantes del siglo XIX (Goya_ Madrazo y otros) junto a esculturas_ muebles_ porcelanas_ abanicos y todo tipo de complementos decorativos que nos recuerdan la forma de vida de una familia burguesa del siglo XIX.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=706cef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE SAN MATEO,CalleSanMateoNum56892,13,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28004,28004N28693,Justicia,https://wikidata.org/entity/Q1992319,Centro,https://wikidata.org/entity/Q1763376,40.42585510296794,42585510296794N5974,-3.6987835425963063,914 481 045,informacion.romanticismo@cultura.gob.es,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,6337393,Museo Del Seguro. Fundación Mapfre,Ubicado en el edificio de Fundación MAPFRE exhibe una amplia colección de piezas relacionadas con la historia de la actividad aseguradora desde el siglo XVIII hasta nuestros días. Ofrece visitas guiadas y gratuitas para grupos.,Visitas en grupo previa reserva en su web.,NOConocido,Metro: Colón (línea 4).  Bus: 37_ 14_ 150_ 27_ 45_ 5_ 53_ C03.  Cercanías Renfe: Recoletos (Líneas C1_ C2_ C7_ C8_ C10).  Bicimad: Estaciones 26 (plaza de las Salesas_ 7) y 94 (paseo Recoletos_ 20).  Aparcamiento: Garaje Piamonte (96)_ calle Piamonte_ 16.,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=479b95f8c72d5310VgnVCM2000000c205a0aRCRD,CALLE BARBARA DE BRAGANZA,CalleBarbaraDeBraganzaNum85222,14,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28004,28004N7717,Justicia,https://wikidata.org/entity/Q1992319,Centro,https://wikidata.org/entity/Q1763376,40.42326356132727,42326356132727N7295,-3.6922850587679505,NOConocido,NOConocido,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2115,Museo Del Traje. Centro De Investigación Del Patrimonio Etnológico (cipe),Edificio de carácter monumental_ construido por Jaime López de Asiaín en 1969.,Salas de exposiciones   Martes a sábado_ de 9:30 a 19:00 horas Domingos y festivos_ de 10 a 15:00 horas  La taquilla finaliza su actividad de venta de entradas 15 minutos antes de la hora del cierre de la exposición.  Noches de verano - Verano en el Museo   Los jueves de julio y agosto_ apertura extraordinaria: 9:30 - 22:30 horas  Cerrado: lunes_ 1 enero_ 1 y 15 mayo_ 24_ 25 y 31 diciembre,NOConocido,Metro: Ciudad Universitaria (línea 6)  Bus: 46_ 160_ 161_ U_ 82_ G_ 132_ 83_ 133_ 162,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=053c4291ae91f010VgnVCM2000000c205a0aRCRD,AVENIDA JUAN DE HERRERA,AvenidaJuanDeHerreraNum7701,2,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28040,28040N55082,Ciudad-universitaria,https://wikidata.org/entity/Q3319235,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,40.439657822278555,439657822278555N1891,-3.7278378564088275,915 504 700,NOConocido,Museos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2061,Palacio Real De El Pardo,Recinto en el que se conserva el Palacio_ construido sobre el castillo del siglo XV_ la Casita del Príncipe_ del siglo XVIII y la Quinta del Duque de Arco (Palacete que fue Casa de Labor y sus tierras). Desde 1983 ha sido adecuado para residencia de Jefes de Estado extranjeros en visita oficial.,Consultar la  web  o telefónicamente.,NOConocido,Bus: 601 (Madrid - Colonia Mingorrubio).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f9def4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE MANUEL ALONSO,CalleManuelAlonsoNum1834,8,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28048,28048N20406,El-pardo,https://wikidata.org/entity/Q3314337,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,40.520522342970146,520522342970146N2532,-3.7762390614462853,914 548 700,info@patrimonionacional.es,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2062,Palacio Real De Madrid,Construido sobre el solar del antiguo Alcázar tras un incendio en 1734. Proyectado por Juvara en 1735 y construido por Sachet de 1738 a 1764 bajo las influencias del clasicismo barroco. A partir de 1770_ Sabatini añadió el ala sudeste y realizó la gran escalera. Es de destacar el gran patio que articula el edificio y la fachada principal que aloja el balcón y Escudo Real.,Lunes a sábado_ de 10 a 18 horas. Domingos y festivos_ de 10 a 16 horas.  Para cierres durante el año o motivados por la celebración de actos oficiales o festividad en el municipio consultar la web.  Jardines del Campo del Moro   Todos los días_ de 10 a 18 horas.,Relevo solemne de la Guardia en el Palacio Real de Madrid  La Guardia Real realiza este relevo los primeros miércoles de cada mes_ a las 12 horas (excepcionalmente puede haber cambios_ consultar en http://www.guardiareal.org/. El acto tiene una duración aproximada de 50 minutos_ y se desarrolla en la Plaza de la Armería_ finalizando con un concierto de la Unidad de Música en la Puerta del Príncipe (calle Bailén). La entrada es libre y gratuita_ hasta completar aforo. Se accede por el Arco de Santiago (calle Bailén esquina con Requena). No se celebra en enero_ agosto y septiembre_ ni cuando coincide con actos oficiales.   Relevo de la Guardia en la Puerta del Príncipe del Palacio Real de Madrid  El acto se lleva a cabo todos los miércoles y sábados del mes_ desde las 11 hasta las 14 horas_ exceptuando del 19 de junio al 18 de septiembre que será desde las 10 hasta las 12 horas_ siempre y cuando los actos oficiales o la climatología lo permitan. Tiene lugar en la calle Bailén.,Metro: Ópera (líneas 2_ 5 y Ramal Ópera Norte).  Bus: 3_ 25_ 39_ 148.  Cercanías: Príncipe Pío.  Bicimad: Estación 36 (Plaza de Ramales_ 1).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=47ddef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE BAILEN,CalleBailenNum79594,NOConocido,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28013,28013N92418,Palacio,https://wikidata.org/entity/Q2136510,Centro,https://wikidata.org/entity/Q1763376,40.42075212551193,42075212551193N6775,-3.712699107286406,914 548 700,info@patrimonionacional.es,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2079,Panteón De Hombres Ilustres,La construcción de este edificio responde a dos de las constantes de fines de siglo: la arquitectura historicista y la escultura funeraria. En él reposan trece personajes ilustres de la historia política y militar española.,De martes a sábado de 10 a 14 y de 16 a 18:30 horas Domingos y festivos de 10 a 15 horas Cerrado todos los lunes del año,NOConocido,Metro: Estación del Arte (Atocha) (línea 1)  Bus: 10_ 14_ 24_ 32_ 37_ 54_ 57_ 141_ 26_ C1_ C2_ 102  Renfe: Atocha,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=361cef4d7f71c010VgnVCM1000000b205a0aRCRD,CALLE JULIAN GAYARRE,CalleJulianGayarreNum71589,3,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28014,28014N91881,Pacífico,https://wikidata.org/entity/Q3773753,Retiro,https://wikidata.org/entity/Q2002296,40.40622617519116,40622617519116N6411,-3.683413041846525,914 548 700,info@patrimonionacional.es,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,3362,Parroquia Santa Cruz,NOConocido,NOConocido,NOConocido,Metro: Sol (líneas 1_ 2 y 3)_ Tirso de Molina (línea 1).  Bus: 50_ 26_ 32_ 6_ 65_ 18_ 23_ 17_ 002_ M1_ 31.  Cercanías Renfe: Sol (líneas C3_C4 y Regional).  Bicimad: Estaciones 32 (plaza de la Provincia_ 1)_ 34 (plaza de Jacinto Benavente)_ 40 (plaza del Conde Romanones_ 9).  Aparcamientos: Plaza Mayor (55) y Jacinto Benavente (15) plaza Jacinto Benavente.,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=40e0b069a541f010VgnVCM1000000b205a0aRCRD,CALLE ATOCHA,CalleAtochaNum90967,6,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28012,28012N76362,Sol,https://wikidata.org/entity/Q2465181,Centro,https://wikidata.org/entity/Q1763376,40.414608558946085,414608558946085N5722,-3.705255882048698,913 691 239,santacruz@archimadrid.es,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2213,Planetario De Madrid,Inaugurado el 29 de septiembre de 1986_ es un centro dependiente del Área de Cultura_ Turismo y Deporte del Ayuntamiento de Madrid. Durante los años 2016/2017 fue sometido a una profunda renovación tanto tecnológica como de las instalaciones y edificio_ posible en virtud de un acuerdo de colaboración entre el Ayuntamiento de Madrid y la Obra Social &amp;ldquo;la Caixa&amp;rdquo; &amp;ndash; que incluye dotación de contenidos_ renovación de exposiciones y la realización de actividades varias en el campo de la divulgación científica. Siempre con el fin de contribuir a la difusión de la astronomía y de la ciencia en general_ tanto entre escolares como entre el público de cualquier edad y condición_ posee una variada oferta de proyecciones audiovisuales_ exposiciones y actividades (talleres_ cursos_ conferencias_ observaciones públicas...). Las proyecciones que se ofrecen en el Planetario de Madrid se renuevan periódicamente y tienen una duración aproximada de 30 minutos. Existen dos programaciones básicas diferentes: una activa durante el verano y época de vacaciones escolares_ y otra durante el curso escolar. Durante el curso escolar_ las proyecciones de las mañanas de los días lectivos se reservan a escolares.   Video de presentación del centro   Folleto informativo (PDF)  Planetario en  Google Maps,Horario del centro (curso escolar 2021-22_ adaptación a CoviD-19): De martes a domingo_ de 10:00 a 13:30 y de 17:00 (*) a 19:30.  Acceso permitido sólo a público con entradas ya adquiridas. Visita pautada.  Cerrado: Todos los lunes del año. Días 1 y 6 de enero; 1 de mayo; 24_ 25 y 31 de diciembre. (*) Viernes_ de 17:30 a 19:30 h.,Sala de Proyección. Planta calle. Para acceder a ella es necesario adquirir una entrada.   Cuatro áreas expositivas de acceso gratuito_ distribuidas en dos plantas:   Sala de Astrónomos. Planta baja. Vestíbulo de la planta baja. Vestíbulo de la planta calle. Zona Audiovisual con pantalla de retroproyección. Planta calle.      Sala de Video. Planta baja_ en donde se desarrollan los talleres ofertados.,Metro: Méndez Álvaro (línea 6). Bus: 148_ 156. BICIMAD: Estación 177 (Calle Bolívar 3).  Planetario en  Google Maps,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9c5b069a541f010VgnVCM1000000b205a0aRCRD,AVENIDA PLANETARIO,AvenidaPlanetarioNum95947,16,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28045,28045N26564,Legazpi,https://wikidata.org/entity/Q3773990,Arganzuela,https://wikidata.org/entity/Q2000929,40.392279999540044,392279999540044N9458,-3.684956957448299,914 673 461,buzon@planetmad.es,Planetarios,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,3359,Real Basílica San Francisco El Grande,Conjunto conventual que sustituyó al monasterio franciscano medieval_ construido por Francisco de las Cabezas entre 1761 y 1768_ que fue relevado por Antonio Polo y que concluye Francisco Sabatini en 1784 donde se exponen colecciones de pinturas de los siglos XVII al XIX.,Visita Guiada Museo:    De martes a viernes de 10:30 a 12:30 y de 16 a 18 horas.  Julio_ agosto y septiembre: de martes a viernes de 10:30 a 12:30 y de 17 a 19 horas.   Sábados de 10:30 a 12:30 y de 16 a 18 horas (entrada libre sin guía).,NOConocido,Metro: La Latina (línea 5) _ Puerta de Toledo (línea 5).  Bus: 002_ 17_ 18_ 23_ 35_ 60.  Bicimad: Estación 37 (Plaza San Francisco_ 5).  Aparcamiento: Parking VOT (97)_ Ventosa.,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef8d0713fb71c010VgnVCM1000000b205a0aRCRD,CALLE SAN BUENAVENTURA,CalleSanBuenaventuraNum19873,1,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28005,28005N28243,Palacio,https://wikidata.org/entity/Q2136510,Centro,https://wikidata.org/entity/Q1763376,40.41084005024222,41084005024222N7004,-3.714503845728281,913 653 800,NOConocido,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,2087,Real Fábrica De Tapices,NOConocido,Visitas guiadas: Lunes a viernes a las 10_ 11_ 12 y 13 horas en castellano. Duración de la visita 40 minutos. Es obligatorio efectuar una reserva previa mediante el correo electrónico visitasmuseo@realfabricadetapices.com.,NOConocido,Metro: Menéndez Pelayo (línea 1).  Bus: 10_ 14_ 26_ 32_ C1_ C2_ 141_ 24_ 37_ 54_ 57_ 152.  Bicimad: Estación 79 (avenida de menéndez Pelayo_ 38).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=53cbff632081c010VgnVCM1000000b205a0aRCRD,CALLE FUENTERRABIA,CalleFuenterrabiaNum14271,2,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28014,28014N9526,Pacífico,https://wikidata.org/entity/Q3773753,Retiro,https://wikidata.org/entity/Q2002296,40.406087329011655,406087329011655N3387,-3.682515969574079,914 340 550,informacion@realfabricadetapices.com,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,4707297,Real Monasterio De Santa Isabel,El Real Monasterio de Santa Isabel está situado en Madrid_ dentro de la ciudad histórica_ en una gran manzana_ próxima a Atocha. Santa Isabel agrupa dos fundaciones_ un colegio de niñas_ establecido por Felipe II_ y un convento de clausura de monjas agustinas recoletas_ fundado por la esposa de Felipe III_ doña Margarita de Austria. La arquitectura de la iglesia se debe a Gómez de Mora_ de mediados del siglo XVIII. En la clausura se conservan numerosas obras pictóricas de los siglos XVII y XVIII.,El acceso al templo sólo es posible en horario de culto.,NOConocido,Metro: Estación del Arte (Atocha) (línea 1)  Bus: 26_ 32_ 6_ 27_ 34_ C1  Renfe: Atocha,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=545b544a249c6110VgnVCM1000000b205a0aRCRD,CALLE SANTA ISABEL,CalleSantaIsabelNum74262,48,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28012,28012N79380,Embajadores,https://wikidata.org/entity/Q2449844,Centro,https://wikidata.org/entity/Q1763376,40.41213027498252,41213027498252N7174,-3.6994547941964946,914 548 700,info@patrimonionacional.es,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,3349,Real Monasterio De La Encarnación,Edificio construído por Juan Gómez de Mora de 1611 a 1616 como monasterio anejo al Alcázar Real_ modelo de lo que se ha dado en llamar barroco madrileño. Cuenta con la reliquia de San Pantaleón.,Consultar horarios.,NOConocido,Metro: Ópera (líneas 2_ 5 y Ramal Ópera Príncipe Pío)_ Plaza de España (líneas 3_ 10)  Bus: 3_ 25_ 39_ 148  Bicimad: Estación 25 a y b (Plaza Celenque_ 1),NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=72ad0713fb71c010VgnVCM1000000b205a0aRCRD,PLAZA ENCARNACION,PlazaEncarnacionNum22615,1,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28013,28013N17775,Palacio,https://wikidata.org/entity/Q2136510,Centro,https://wikidata.org/entity/Q1763376,40.41967800877382,41967800877382N7282,-3.711567962866152,914 548 700,info@patrimonionacional.es,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
Spanish Museum,https://wikidata.org/entity/Q55188818,3348,Real Monasterio De Las Descalzas Reales,Convento fundado por la Princesa Juana de Austria_ transformando un antiguo palacio de su madre Isabel de Portugal.,Consultar la  web  o telefónicamente.,NOConocido,Metro: Ópera (líneas 2_ 5 y Ramal Ópera-Príncipe Pío).  Bus: 3_ 25_ 39_ 148.  Bicimad: Estación 25 a y b (Plaza de Celenque).,NOConocido,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=12e113db5b71c010VgnVCM1000000b205a0aRCRD,PLAZA DESCALZAS,PlazaDescalzasNum24115,3,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28013,28013N64786,Sol,https://wikidata.org/entity/Q2465181,Centro,https://wikidata.org/entity/Q1763376,40.418233359889484,418233359889484N1492,-3.706213134639163,914 548 700,info@patrimonionacional.es,MonumentosEdificiosArtisticos,NoIdentificado,Noidentificado,NOConocido,NOConocido,NOConocido
